Car_id,Date,Customer Name,Gender,Annual Income,Price ($)
5340,09-07-2022,Katie,Male,1085000,31500
5341,09-07-2022,Myles,Male,1080000,26000
5342,09-07-2022,Kayla,Male,13500,29000
5343,09-07-2022,Kaylee,Male,807500,31500
5344,09-07-2022,Keira,Male,4100000,62000
5345,09-07-2022,Kira,Female,4600000,14000
5346,09-07-2022,Laila,Male,13500,18000
5347,09-07-2022,Lana,Female,380000,31000
5348,09-07-2022,Lara,Male,13500,17000
5349,09-07-2022,Laura,Male,1430000,16000
5350,09-07-2022,Naftali,Male,2585000,22500
5351,09-07-2022,Layla,Male,400000,22000
5352,09-07-2022,Lea,Male,13500,53000
5353,09-07-2022,Leah,Male,13500,22000
5354,09-07-2022,Penelope,Female,765000,28000
5355,09-07-2022,Perel,Male,1278000,9800
5356,09-07-2022,Pessy,Male,13500,19000
5357,09-07-2022,Phoebe,Male,590000,22000
5358,09-07-2022,Piper,Male,13500,22000
5359,09-07-2022,Quinn,Male,1000000,42000
5360,09-07-2022,Rachel,Male,590000,43000
5361,09-07-2022,Raizel,Male,1030000,22000
5362,09-07-2022,Raizy,Male,1136000,45600
5363,09-07-2022,Rebecca,Male,635000,34000
5364,09-07-2022,Reese,Female,782000,19000
5365,09-07-2022,Rifka,Male,1061000,42100
5366,09-07-2022,Rifky,Female,13500,26000
5367,09-07-2022,Riley,Male,1155000,51500
5368,09-07-2022,King,Male,1140000,20000
5369,09-07-2022,Carter,Male,1500000,12000
5370,09-07-2022,Kyrie,Male,341500,19500
5371,09-07-2022,Leon,Male,470000,17000
5372,09-07-2022,Chaim,Female,786000,23000
5373,09-07-2022,Liam,Male,1111500,20150
5374,09-07-2022,Logan,Female,868000,29000
5375,09-07-2022,Lucas,Male,1214000,29400
5376,09-07-2022,Luke,Male,1045000,45500
5377,09-07-2022,Major,Male,622000,24000
5378,09-07-2022,Malachi,Male,826000,22000
5379,09-07-2022,Malcolm,Male,1265000,19500
5380,09-07-2022,Malik,Male,604000,43000
5381,09-07-2022,Mamadou,Male,655000,12000
5382,09-07-2022,Inesse,Male,603000,17000
5383,09-07-2022,Megan,Male,535000,85000
5384,09-07-2022,Paul,Male,598000,16000
5385,09-07-2022,Melody,Male,1361000,27100
5386,09-07-2022,Lora,Male,712500,12500
5387,09-07-2022,Michelle,Male,745000,22000
5388,09-07-2022,Valentin,Female,900000,46000
5389,09-07-2022,Mathis,Male,1400000,31000
5390,09-07-2022,Natalie,Male,13500,17000
5391,09-07-2022,Nicole,Male,13500,41000
5392,09-07-2022,Nina,Male,1100000,32000
5393,09-07-2022,Cassie,Male,1400000,18000
5394,09-07-2022,Penelope,Female,13500,29000
5395,09-07-2022,Anae,Male,13500,16000
5396,09-08-2022,Serena,Male,1700000,22000
5397,09-08-2022,Sharon,Male,1750000,25000
5398,09-08-2022,Shirley,Male,980000,12000
5399,09-08-2022,Sofia,Male,1230000,26000
5400,09-08-2022,Leila,Female,1730000,25000
5401,09-08-2022,Lena,Male,600000,26000
5402,09-08-2022,Leora,Male,600000,38000
5403,09-08-2022,Lia,Male,1300000,43000
5404,09-08-2022,Rivka,Male,650000,22000
5405,09-08-2022,Rivky,Male,13500,42000
5406,09-08-2022,Rochel,Male,1286000,69600
5407,09-08-2022,Roizy,Male,885000,26000
5408,09-08-2022,Marcus,Female,850000,25000
5409,09-08-2022,Mason,Male,740000,26000
5410,09-08-2022,Matthew,Male,13500,21000
5411,09-08-2022,Chase,Male,13500,17000
5412,09-08-2022,Queenie,Male,13500,27000
5413,09-08-2022,Rachel,Male,365000,42000
5414,09-08-2022,Camille,Male,1191000,22100
5415,09-08-2022,Riley,Female,13500,13000
5416,09-10-2022,Sophia,Male,13500,42000
5417,09-10-2022,Sophie,Male,2600000,21000
5418,09-10-2022,Stella,Male,1950000,25000
5419,09-10-2022,Stephanie,Male,13500,42001
5420,09-10-2022,Syeda,Male,1750000,19001
5421,09-10-2022,Tanisha,Female,1636000,26601
5422,09-10-2022,Tenzin,Male,2000000,20001
5423,09-10-2022,Tiffany,Male,1480000,28001
5424,09-10-2022,Tina,Male,13500,43001
5425,09-10-2022,Liana,Female,991000,13000
5426,09-10-2022,Liba,Male,1000000,13000
5427,09-10-2022,Libby,Male,13500,16000
5428,09-10-2022,Lila,Male,13500,20000
5429,09-10-2022,Lilah,Male,650000,26000
5430,09-10-2022,Liliana,Female,606000,13000
5431,09-10-2022,Lillian,Male,565000,20000
5432,09-10-2022,Lilly,Female,13500,26000
5433,09-10-2022,Lily,Female,940000,71000
5434,09-10-2022,Rose,Male,1160000,61000
5435,09-10-2022,Ruby,Male,13500,32000
5436,09-10-2022,Ruchy,Male,1400000,31000
5437,09-10-2022,Ruth,Male,470000,13000
5438,09-10-2022,Ryan,Male,13500,69000
5439,09-10-2022,Sabrina,Male,13500,21001
5440,09-10-2022,Sadie,Male,13500,18001
5441,09-10-2022,Salma,Female,1725000,28501
5442,09-10-2022,Samantha,Male,1260000,26001
5443,09-10-2022,Mekhi,Male,570000,20000
5444,09-10-2022,Messiah,Male,453000,28000
5445,09-10-2022,Micah,Male,335000,28000
5446,09-10-2022,Michael,Male,280000,19000
5447,09-10-2022,Mohamed,Male,955000,69000
5448,09-10-2022,Christian,Male,13500,82000
5449,09-10-2022,Conor,Female,1160000,19000
5450,09-10-2022,Muhammad,Male,380000,26000
5451,09-10-2022,Musa,Male,1900000,34000
5452,09-10-2022,Sabrina,Female,440000,18000
5453,09-10-2022,Samantha,Male,13500,22000
5454,09-10-2022,Sara,Male,567000,15000
5455,09-10-2022,Sarah,Male,862000,42000
5456,09-10-2022,Savannah,Male,13500,24000
5457,09-10-2022,Selina,Male,820000,51000
5458,09-10-2022,Serena,Male,1350000,22000
5459,09-10-2022,Juliette,Female,925000,39000
5460,09-10-2022,Marie - Camille,Female,676000,12000
5461,09-11-2022,Vanessa,Male,3000000,25001
5462,09-11-2022,Vicky,Male,1818000,12801
5463,09-11-2022,Victoria,Male,13500,39001
5464,09-11-2022,Vivian,Male,2170000,60000
5465,09-11-2022,Wendy,Female,1310000,27000
5466,09-11-2022,Winnie,Male,13500,36000
5467,09-11-2022,Xin,Male,2525000,20500
5468,09-11-2022,Yu,Male,13500,17000
5469,09-11-2022,Zahra,Male,3360000,39000
5470,09-11-2022,Zainab,Female,1845000,31500
5471,09-11-2022,Zara,Male,1620000,41000
5472,09-11-2022,Zoe,Female,1420000,22000
5473,09-11-2022,Aaliyah,Male,1903000,27300
5474,09-11-2022,Lea,Male,2255000,22501
5475,09-11-2022,Liv,Female,13500,20000
5476,09-11-2022,Livia,Male,13500,24000
5477,09-11-2022,Lola,Male,480000,31000
5478,09-11-2022,Louisa,Male,730000,20000
5479,09-11-2022,Lucia,Female,512000,18000
5480,09-11-2022,Lucy,Male,13500,53000
5481,09-11-2022,Leona,Male,2440000,15001
5482,09-11-2022,Leora,Male,331000,22000
5483,09-11-2022,Madeleine,Male,865000,19000
5484,09-11-2022,Edwin,Female,676000,19000
5485,09-11-2022,Madelyn,Male,245000,36000
5486,09-11-2022,Madison,Male,750000,17000
5487,09-11-2022,Sara,Male,13500,20001
5488,09-11-2022,Sarah,Male,13500,35001
5489,09-11-2022,Sasha,Male,13500,45001
5490,09-11-2022,Savannah,Male,920000,19001
5491,09-11-2022,Stephen,Male,13500,33001
5492,09-11-2022,Steven,Male,13500,12001
5493,09-11-2022,Theodore,Male,841000,25001
5494,09-11-2022,Thomas,Male,537500,45501
5495,09-11-2022,Timothy,Male,13500,22000
5496,09-11-2022,Tristan,Male,13500,71000
5497,09-11-2022,Tyler,Male,13500,43000
5498,09-11-2022,Tzvi,Male,1130000,39000
5499,09-11-2022,Usher,Female,664000,15000
5500,09-11-2022,Myles,Male,800000,39000
5501,09-11-2022,Nasir,Male,1090000,18000
5502,09-11-2022,Dashiell,Male,1095000,53500
5503,09-11-2022,Nathaniel,Male,13500,24000
5504,09-11-2022,David,Male,13500,25000
5505,09-11-2022,Nehemiah,Male,631000,31000
5506,09-11-2022,Nicholas,Male,13500,13000
5507,09-11-2022,Noah,Female,327500,17500
5508,09-11-2022,Noel,Male,13500,15000
5509,09-11-2022,Nolan,Male,13500,31000
5510,09-11-2022,Omar,Male,982500,34500
5511,09-11-2022,Dean,Female,750000,53000
5512,09-11-2022,Ousmane,Male,1042000,17200
5513,09-11-2022,Shirley,Male,1071500,51150
5514,09-11-2022,Sofia,Male,750000,29000
5515,09-11-2022,Cedric,Male,13500,18000
5516,09-11-2022,Sophie,Male,1100000,69000
5517,09-11-2022,Eugene,Female,360000,21000
5518,09-11-2022,Mathis,Female,810000,24000
5519,09-11-2022,Yoann,Female,1350000,42000
5520,09-11-2022,Sydney,Male,1120000,21000
5521,09-11-2022,Syeda,Male,885000,21000
5522,09-11-2022,Tasnim,Female,890000,31000
5523,09-11-2022,Tenzin,Female,1550000,18000
5524,09-11-2022,Tiffany,Male,1500000,19000
5525,09-11-2022,Tina,Female,1585400,43540
5526,09-12-2022,Abigail,Male,13500,13000
5527,09-12-2022,Addison,Female,1900000,17000
5528,09-12-2022,Aicha,Male,1712000,27200
5529,09-12-2022,Aisha,Male,1720000,36000
5530,09-12-2022,Aissatou,Female,13500,19000
5531,09-12-2022,Alana,Male,1670000,18000
5532,09-12-2022,Alexis,Male,1350000,62000
5533,09-12-2022,Alicia,Male,13500,39000
5534,09-12-2022,Aliyah,Female,2086000,18600
5535,09-12-2022,Mae,Male,632000,75000
5536,09-12-2022,Maeve,Male,905000,24000
5537,09-12-2022,Malak,Male,13500,27000
5538,09-12-2022,Malka,Female,510000,21000
5539,09-12-2022,Malky,Male,13500,18000
5540,09-12-2022,Margaret,Male,2505000,45500
5541,09-12-2022,Margot,Male,1785000,22500
5542,09-12-2022,Maria,Male,13500,18000
5543,09-12-2022,Mariam,Male,13500,22000
5544,09-12-2022,Victor,Male,598000,25000
5545,09-12-2022,Vincent,Male,1120000,31000
5546,09-12-2022,Vincenzo,Male,870000,11000
5547,09-12-2022,Wesley,Male,13500,18000
5548,09-12-2022,William,Male,680000,17000
5549,09-12-2022,Wyatt,Female,670000,21000
5550,09-12-2022,Xavier,Male,482500,20500
5551,09-12-2022,Yaakov,Male,825000,54000
5552,09-12-2022,Yakov,Male,725000,43000
5553,09-12-2022,Owen,Male,1230000,18000
5554,09-12-2022,Patrick,Male,1005000,36500
5555,09-12-2022,Paul,Male,911000,16000
5556,09-12-2022,Peyton,Male,1190000,25000
5557,09-12-2022,Preston,Male,2050000,69000
5558,09-12-2022,Prince,Male,13500,53000
5559,09-12-2022,Richard,Male,1680000,22000
5560,09-12-2022,Riley,Male,280000,18000
5561,09-12-2022,Robert,Male,310000,14000
5562,09-12-2022,Vanessa,Male,1504000,22400
5563,09-12-2022,Vicky,Male,850000,17000
5564,09-12-2022,Victoria,Female,1400000,27000
5565,09-12-2022,Violet,Male,1241000,22100
5566,09-12-2022,Vivian,Male,1125000,39500
5567,09-12-2022,Winnie,Female,1171000,12100
5568,09-12-2022,Xin,Male,13500,22000
5569,09-12-2022,Zahra,Male,2270000,45000
5570,09-12-2022,Zainab,Male,1875000,22500
5571,13-09-2022,Alyssa,Male,1675000,46500
5572,13-09-2022,Amanda,Male,1680000,22000
5573,13-09-2022,Amani,Male,13500,82000
5574,13-09-2022,Amaya,Male,1800000,15000
5575,13-09-2022,Amber,Female,1540000,31000
5576,13-09-2022,Amelia,Male,1550000,23000
5577,13-09-2022,Amina,Male,13500,29000
5578,13-09-2022,Aminata,Male,4000000,17000
5579,13-09-2022,Jayda,Male,930000,41000
5580,13-09-2022,Amirah,Male,2900000,26000
5581,13-09-2022,Guadalupe,Female,666000,41000
5582,13-09-2022,Anaya,Male,2205000,41501
5583,13-09-2022,Angel,Male,13500,12001
5584,13-09-2022,Angelina,Male,13500,22001
5585,13-09-2022,Marina,Male,1580000,28000
5586,13-09-2022,Mary,Male,1620000,26000
5587,13-09-2022,Maryam,Female,505000,28000
5588,13-09-2022,Matilda,Male,645000,9000
5589,13-09-2022,Maya,Male,1300000,19000
5590,13-09-2022,Melanie,Male,13500,22000
5591,13-09-2022,Eli,Male,745000,25000
5592,13-09-2022,James,Female,13500,21001
5593,13-09-2022,Michaela,Female,13500,43000
5594,13-09-2022,Michelle,Female,1530000,22000
5595,13-09-2022,Mikayla,Male,1381000,45100
5596,13-09-2022,Mila,Male,1225000,34500
5597,13-09-2022,Mindy,Male,1375000,19500
5598,13-09-2022,Mirel,Male,705000,42000
5599,13-09-2022,Yaseen,Male,1250000,41000
5600,13-09-2022,Yechezkel,Male,13500,22000
5601,13-09-2022,Yechiel,Male,13500,22000
5602,13-09-2022,Yehoshua,Male,1008000,43800
5603,13-09-2022,Yehuda,Female,800000,20000
5604,13-09-2022,Yehudah,Male,599000,16000
5605,13-09-2022,Yida,Male,860000,26000
5606,13-09-2022,Yidel,Male,990000,18000
5607,13-09-2022,Yisrael,Male,451000,12000
5608,13-09-2022,Yisroel,Male,635000,27000
5609,13-09-2022,Yitzchak,Male,1020000,31000
5610,13-09-2022,Yitzchok,Male,967000,15000
5611,13-09-2022,Yoel,Male,1025000,27500
5612,13-09-2022,Yonah,Male,700000,29000
5613,13-09-2022,Ryan,Male,1472000,69200
5614,13-09-2022,Samir,Male,13500,17000
5615,13-09-2022,Samuel,Male,454000,13000
5616,13-09-2022,Sean,Female,635000,23000
5617,13-09-2022,Sebastian,Male,1005000,13500
5618,13-09-2022,Declan,Female,390000,23000
5619,13-09-2022,Shawn,Male,13500,60000
5620,13-09-2022,Sincere,Male,13500,11000
5621,13-09-2022,Skyler,Male,1360000,31000
5622,13-09-2022,Stephen,Male,950000,18000
5623,13-09-2022,Dominic,Male,492000,20000
5624,13-09-2022,Dominick,Male,425000,26000
5625,13-09-2022,Travis,Male,730000,16000
5626,13-09-2022,Tristan,Male,805000,21000
5627,13-09-2022,Zara,Male,1350000,45000
5628,13-09-2022,Zoe,Male,1460000,19000
5629,13-09-2022,Zoey,Male,550000,45000
5630,13-09-2022,Aaliyah,Male,13500,19000
5631,13-09-2022,Abigail,Male,840000,16000
5632,13-09-2022,Adrianna,Male,1065000,34500
5633,13-09-2022,Aicha,Female,880000,34000
5634,13-09-2022,Aisha,Male,977500,45500
5635,13-09-2022,Aissatou,Male,755000,12000
5636,13-09-2022,Arthur,Male,1140000,31000
5637,13-09-2022,Alani,Male,861000,12000
5638,13-09-2022,Alexa,Male,13500,31000
5639,13-09-2022,Alexis,Male,810000,42000
5640,13-09-2022,Alicia,Female,580000,16000
5641,14-09-2022,Heidi,Male,13500,27000
5642,14-09-2022,Heidy,Male,415000,19000
5643,14-09-2022,Aria,Male,1389000,71900
5644,14-09-2022,Ariana,Male,685000,13000
5645,14-09-2022,Arianna,Male,13500,25000
5646,14-09-2022,Ariel,Male,1900000,22000
5647,14-09-2022,Arielle,Male,13500,19000
5648,14-09-2022,Queenie,Male,890000,12000
5649,14-09-2022,Miriam,Female,760000,51000
5650,14-09-2022,Molly,Male,630000,22000
5651,14-09-2022,Morgan,Male,740000,42000
5652,14-09-2022,Naomi,Male,745000,69000
5653,14-09-2022,Natalia,Male,13500,26000
5654,14-09-2022,Leilani,Female,842500,21500
5655,14-09-2022,Yosef,Male,13500,16000
5656,14-09-2022,Yousef,Male,1130000,19000
5657,14-09-2022,Youssef,Male,835000,71000
5658,14-09-2022,Zachary,Male,1075000,15500
5659,14-09-2022,Zalmen,Male,845000,42000
5660,14-09-2022,Zev,Male,13500,39000
5661,14-09-2022,Charles,Male,600000,26000
5662,14-09-2022,Tyler,Male,510000,15000
5663,14-09-2022,Dylan,Male,13500,21000
5664,14-09-2022,Xavier,Male,13500,25000
5665,14-09-2022,Reyno,Male,13500,18000
5666,14-09-2022,Zachary,Male,855000,29000
5667,14-09-2022,Vincent,Female,1232500,17250
5668,14-09-2022,Zayden,Male,1310000,31000
5669,14-09-2022,Aliyah,Male,1255000,43500
5670,14-09-2022,Alyssa,Male,550000,62000
5671,14-09-2022,Amanda,Male,543000,15000
5672,14-09-2022,Amaya,Male,1950000,23000
5673,14-09-2022,Ilhan,Female,1210000,21000
5674,14-09-2022,Amelia,Male,660000,18000
5675,14-09-2022,Amina,Female,547000,14000
5676,15-09-2022,Ashley,Male,1335000,27500
5677,15-09-2022,Aubrey,Male,13500,18000
5678,15-09-2022,Autumn,Male,1600000,75000
5679,15-09-2022,Ava,Male,1830000,71000
5680,15-09-2022,Brianna,Male,13500,61000
5681,15-09-2022,Brielle,Male,1900000,21000
5682,15-09-2022,Brooke,Male,13500,19000
5683,15-09-2022,Camille,Male,13500,12000
5684,15-09-2022,Chelsea,Male,13500,29000
5685,15-09-2022,Cheyenne,Female,1650000,42000
5686,15-09-2022,Chloe,Male,1500000,19000
5687,15-09-2022,Christina,Male,13500,14000
5688,15-09-2022,Dakota,Male,735000,24000
5689,15-09-2022,Danielle,Male,13500,44000
5690,15-09-2022,Nechama,Male,1400000,32000
5691,15-09-2022,Nicole,Female,2900000,31000
5692,15-09-2022,Nicolette,Male,13500,13000
5693,15-09-2022,Nina,Female,533000,69000
5694,15-09-2022,Noa,Male,390000,21000
5695,15-09-2022,Noor,Male,555000,18000
5696,15-09-2022,Nora,Male,695000,28000
5697,15-09-2022,Olive,Male,575000,26000
5698,15-09-2022,Olivia,Male,13500,20000
5699,15-09-2022,Paige,Male,13500,35000
5700,15-09-2022,Hanna,Female,585000,75000
5701,15-09-2022,Penelope,Female,13500,19000
5702,15-09-2022,Perel,Female,1256000,33600
5703,15-09-2022,Perl,Male,870000,12000
5704,15-09-2022,Chase,Male,1461000,23100
5705,15-09-2022,Chris,Female,605000,26000
5706,15-09-2022,Christian,Male,13500,23000
5707,15-09-2022,Christopher,Male,1150000,13000
5708,15-09-2022,Cristian,Female,630000,19000
5709,15-09-2022,Cristofer,Male,515000,27000
5710,15-09-2022,Cristopher,Male,13500,12000
5711,15-09-2022,Damian,Male,13500,25000
5712,15-09-2022,Damien,Male,770000,69000
5713,15-09-2022,Daniel,Male,472000,34000
5714,15-09-2022,Danny,Male,901000,33000
5715,15-09-2022,Dante,Male,642000,45000
5716,15-09-2022,Dariel,Male,605000,31000
5717,15-09-2022,Darwin,Male,13500,26001
5718,15-09-2022,Zion,Male,13500,19000
5719,15-09-2022,Aaron,Male,1450000,45000
5720,15-09-2022,Abel,Male,1060000,62000
5721,15-09-2022,Abraham,Male,970000,19000
5722,15-09-2022,Adam,Female,711000,12000
5723,15-09-2022,Romane,Male,13500,22000
5724,15-09-2022,Aden,Male,665000,21000
5725,15-09-2022,Adonis,Male,750000,31000
5726,15-09-2022,Ewan,Male,1200000,15000
5727,15-09-2022,Adriel,Male,13500,11000
5728,15-09-2022,Aidan,Male,13500,20000
5729,15-09-2022,Erika,Male,800000,25000
5730,15-09-2022,Esmeralda,Male,2400000,19000
5731,15-09-2022,Esther,Male,2400000,24000
5732,15-09-2022,Aminata,Female,680000,22000
5733,15-09-2022,Amira,Male,568000,22000
5734,15-09-2022,Amirah,Male,680000,69000
5735,15-09-2022,Amiyah,Female,350000,13000
5736,15-09-2022,Angel,Male,13500,22000
5737,15-09-2022,Angelina,Male,580000,21000
5738,15-09-2022,Aniya,Male,970000,29000
5739,15-09-2022,Aniyah,Male,1100000,31000
5740,15-09-2022,Aria,Male,485000,34000
5741,15-09-2022,Ariana,Male,1195000,20500
5742,15-09-2022,Arianna,Male,1155000,17500
5743,15-09-2022,Arthur,Male,755000,39000
5744,15-09-2022,Titovan,Female,496000,22000
5745,15-09-2022,Camille,Female,555000,45000
5746,16-09-2022,Destiny,Male,13500,31000
5747,16-09-2022,Perry,Female,790000,25000
5748,16-09-2022,David,Male,687000,17001
5749,16-09-2022,Eva,Male,2668000,18800
5750,16-09-2022,Aubree,Male,13500,19000
5751,17-09-2022,Dylan,Male,1040000,46000
5752,17-09-2022,Eden,Male,13500,22000
5753,17-09-2022,Egypt,Male,13500,26000
5754,17-09-2022,Elizabeth,Male,1520000,27000
5755,17-09-2022,Emily,Male,13500,44000
5756,17-09-2022,Emma,Male,1250000,19000
5757,17-09-2022,Erin,Male,1900000,53000
5758,17-09-2022,Essence,Male,13500,45000
5759,17-09-2022,Eva,Female,2006000,20600
5760,17-09-2022,Faith,Male,1875000,19500
5761,17-09-2022,Fanta,Male,13500,14000
5762,17-09-2022,Fatima,Male,1530000,12000
5763,17-09-2022,Fatou,Female,13500,26000
5764,17-09-2022,Fatoumata,Female,1425000,22500
5765,17-09-2022,Gabriella,Female,940000,57000
5766,17-09-2022,Gabrielle,Male,1700000,15000
5767,17-09-2022,Genesis,Female,1300000,39000
5768,17-09-2022,Grace,Female,13500,25000
5769,17-09-2022,Hailey,Female,13500,22000
5770,17-09-2022,Hannah,Female,1760000,12000
5771,17-09-2022,Harmony,Male,13500,14000
5772,17-09-2022,Hawa,Female,2300000,27000
5773,17-09-2022,Heaven,Female,1300000,41001
5774,17-09-2022,Pessy,Female,820000,45000
5775,17-09-2022,Peyton,Male,1050000,22000
5776,17-09-2022,Phoebe,Female,13500,71000
5777,17-09-2022,Piper,Female,734000,43000
5778,17-09-2022,Polina,Male,710000,39000
5779,17-09-2022,Quinn,Male,705000,15000
5780,17-09-2022,Rachel,Male,570000,25000
5781,17-09-2022,Raizel,Male,13500,31000
5782,17-09-2022,Raizy,Male,13500,11000
5783,17-09-2022,Shifra,Male,741250,24250
5784,17-09-2022,Joseph,Female,2020000,16000
5785,17-09-2022,Rebecca,Male,13500,21000
5786,17-09-2022,Reem,Male,660000,20000
5787,17-09-2022,Reese,Male,13500,54000
5788,17-09-2022,Rifky,Male,500000,43000
5789,17-09-2022,Riley,Male,560000,41000
5790,17-09-2022,Justin,Female,13500,16000
5791,17-09-2022,Rivky,Male,13500,22000
5792,17-09-2022,Rochel,Male,1200000,43000
5793,17-09-2022,Roizy,Male,1223000,20300
5794,17-09-2022,Rosa,Male,1035000,16500
5795,17-09-2022,Rose,Male,1367000,26700
5796,17-09-2022,Rosie,Male,880000,18000
5797,17-09-2022,Dennis,Male,975000,17001
5798,17-09-2022,Dereck,Male,985000,25001
5799,17-09-2022,Derek,Male,13500,28001
5800,17-09-2022,Derick,Male,835000,10001
5801,17-09-2022,Devin,Male,951000,25001
5802,17-09-2022,Diego,Male,1370000,49000
5803,17-09-2022,Dominic,Male,700000,15000
5804,17-09-2022,Dominick,Male,810000,16000
5805,17-09-2022,Dylan,Male,445000,45000
5806,17-09-2022,Eddie,Male,838000,27000
5807,17-09-2022,Edgar,Male,810000,17000
5808,17-09-2022,Edison,Male,1150000,16000
5809,17-09-2022,Eduardo,Male,931000,41000
5810,17-09-2022,Edward,Male,241000,31000
5811,17-09-2022,Edwin,Male,13500,25000
5812,17-09-2022,Eli,Male,1331000,33100
5813,17-09-2022,Elian,Male,13500,36000
5814,17-09-2022,Elias,Male,1007000,44700
5815,17-09-2022,Elijah,Male,981000,26000
5816,17-09-2022,Elvis,Male,570000,31000
5817,17-09-2022,Emanuel,Male,13500,46000
5818,17-09-2022,Emiliano,Male,500000,39000
5819,17-09-2022,Emilio,Male,830000,9000
5820,17-09-2022,Evelyn,Male,1750000,19000
5821,17-09-2022,Faith,Male,1850000,41000
5822,17-09-2022,Fatima,Female,620000,22000
5823,17-09-2022,Gabriela,Male,670000,14000
5824,17-09-2022,Gabriella,Male,1850000,41000
5825,17-09-2022,Thomas,Male,13500,23000
5826,17-09-2022,Evan,Female,13500,27000
5827,17-09-2022,Gianna,Female,1420000,22000
5828,17-09-2022,Giselle,Male,1610000,31000
5829,17-09-2022,Margaux,Male,1730000,26000
5830,17-09-2022,Guadalupe,Male,1500000,18000
5831,17-09-2022,Hailey,Male,860000,69000
5832,17-09-2022,Haley,Male,775000,19000
5833,17-09-2022,Hannah,Male,755000,19000
5834,17-09-2022,Haylee,Male,13500,54000
5835,17-09-2022,Heaven,Male,1020000,22000
5836,17-09-2022,Heidi,Male,874000,82000
5837,17-09-2022,Heidy,Male,13500,11000
5838,17-09-2022,Coline,Female,869000,25000
5839,17-09-2022,Iris,Male,560000,36000
5840,17-09-2022,Amelie,Male,678000,44000
5841,17-09-2022,Isabela,Male,1500000,62000
5842,17-09-2022,Maxence,Male,1190000,46000
5843,17-09-2022,Aubrey,Male,667000,22000
5844,17-09-2022,Autumn,Male,1018000,42800
5845,17-09-2022,Noa,Male,650000,38000
5846,17-09-2022,Awa,Female,13500,41000
5847,17-09-2022,Ayanna,Male,1100000,31000
5848,17-09-2022,Bella,Female,13500,24000
5849,17-09-2022,Bintou,Male,1394000,18400
5850,17-09-2022,Clara,Female,790000,27000
5851,17-09-2022,Brielle,Male,13500,9000
5852,17-09-2022,Camille,Male,1600000,22000
5853,17-09-2022,Chelsea,Male,620000,29000
5854,17-09-2022,Cheyenne,Male,1270000,12000
5855,17-09-2022,Valentine,Male,2725000,49500
5856,17-09-2022,Christina,Male,240000,27000
5857,17-09-2022,Danielle,Male,855000,16000
5858,17-09-2022,Victor,Male,13500,53000
5859,17-09-2022,Destiny,Male,910000,37000
5860,17-09-2022,Elise,Male,1177000,46700
5861,17-09-2022,Elizabeth,Male,1131000,23100
5862,17-09-2022,Emily,Male,13500,22000
5863,17-09-2022,Emma,Male,13500,43000
5864,17-09-2022,Erin,Male,540000,21000
5865,17-09-2022,Lilian,Male,960000,42000
5866,18-09-2022,Imani,Male,1238000,31801
5867,18-09-2022,Isabella,Male,1320000,12001
5868,18-09-2022,Jada,Male,13500,25001
5869,18-09-2022,Jade,Male,13500,22001
5870,18-09-2022,Jaliyah,Male,560000,19001
5871,18-09-2022,Janelle,Male,1651000,61101
5872,18-09-2022,Janiya,Male,1920000,53001
5873,18-09-2022,Janiyah,Male,1560000,17001
5874,18-09-2022,Jasmine,Male,1550000,16000
5875,18-09-2022,Jayda,Male,13500,18000
5876,18-09-2022,Jayla,Female,1330000,18000
5877,18-09-2022,Jordyn,Male,1038000,19800
5878,18-09-2022,Julia,Female,13500,19000
5879,18-09-2022,Kai,Female,13500,25000
5880,18-09-2022,Ruby,Male,862000,12000
5881,18-09-2022,Ruchy,Male,13500,27000
5882,18-09-2022,Ruth,Male,595000,31000
5883,18-09-2022,Richard,Male,742000,21000
5884,18-09-2022,Sabrina,Male,709500,27500
5885,18-09-2022,Sadie,Male,13500,29000
5886,18-09-2022,Sage,Male,13500,16000
5887,18-09-2022,Salma,Male,13500,19000
5888,18-09-2022,Samantha,Male,550000,71000
5889,18-09-2022,Sara,Male,670000,15000
5890,18-09-2022,Alina,Male,3560000,42000
5891,18-09-2022,Allison,Male,13500,39000
5892,18-09-2022,Alyssa,Female,1155000,26500
5893,18-09-2022,Alvin,Male,1975000,22500
5894,18-09-2022,Emmanuel,Male,1194500,41450
5895,18-09-2022,Enrique,Male,425000,26000
5896,18-09-2022,Eric,Male,645000,25000
5897,18-09-2022,Erick,Male,13500,69000
5898,18-09-2022,Erik,Female,13500,82000
5899,18-09-2022,Esteban,Female,845000,49000
5900,18-09-2022,Ethan,Female,751000,24000
5901,18-09-2022,Evan,Male,895000,75000
5902,18-09-2022,Ezekiel,Male,655000,19000
5903,18-09-2022,Ezequiel,Male,631000,31000
5904,18-09-2022,Felix,Male,600000,49000
5905,18-09-2022,Fernando,Male,820000,18000
5906,18-09-2022,Francisco,Male,715000,85000
5907,18-09-2022,Frank,Female,13500,12000
5908,18-09-2022,Isabelle,Male,1100000,20000
5909,18-09-2022,Isis,Male,450000,18000
5910,18-09-2022,Itzel,Male,560000,16000
5911,18-09-2022,Izabella,Male,1120000,31000
5912,18-09-2022,Quentin,Male,2450000,39000
5913,18-09-2022,Jade,Male,1260000,36000
5914,18-09-2022,Jaliyah,Male,1790000,13000
5915,18-09-2022,Janelle,Male,390500,28500
5916,18-09-2022,Axelle,Male,13500,26000
